Record Length;2500;;   0.000000000000;  -1.88000;
Sample Interval;0,0004;;   0.000400000000;  -1.88000;
Trigger Point;0;;   0.000800000000;  -1.88000;
;;;   0.001200000000;  -1.88000;
;;;   0.001600000000;  -1.88000;
;;;   0.002000000000;  -1.88000;
Source;CH2;;   0.002400000000;  -1.88000;
Vertical Units;V;;   0.002800000000;  -1.88000;
Vertical Scale;1;;   0.003200000000;  -1.88000;
Vertical Offset;-3.24;;   0.003600000000;  -1.88000;
Horizontal Units;s;;   0.004000000000;  -1.88000;
Horizontal Scale;0.1;;   0.004400000000;  -1.88000;
Pt Fmt;Y;;   0.004800000000;  -1.88000;
Yzero;0;;   0.005200000000;  -1.88000;
Probe Atten;1;;   0.005600000000;  -1.88000;
Model Number;TDS2012C;;   0.006000000000;  -1.88000;
Serial Number;C021955;;   0.006400000000;  -1.88000;
Firmware Version;FV:v24.18;;   0.006800000000;  -1.88000;
;;;0.0072;  -1.88000;0.0564
;;;0.0076;  -1.88000;0.0564
;;;0.008;  -1.88000;0.0564
;;;0.0084;  -1.88000;0.0564
;;;0.0088;  -1.88000;0.0564
;;;0.0092;  -1.88000;0.0564
;;;0.0096;  -1.88000;0.0564
;;;0.01;  -1.88000;0.0564
;;;0.0104;  -1.88000;0.0564
;;;0.0108;  -1.88000;0.0564
;;;0.0112;  -1.88000;0.0564
;;;0.0116;  -1.88000;0.0564
;;;0.012;  -1.88000;0.0564
;;;0.0124;  -1.88000;0.0564
;;;0.0128;  -1.88000;0.0564
;;;0.0132;  -1.88000;0.0564
;;;0.0136;  -1.88000;0.0564
;;;0.014;  -1.88000;0.0564
;;;0.0144;  -1.88000;0.0564
;;;0.0148;  -1.88000;0.0564
;;;0.0152;  -1.88000;0.0564
;;;0.0156;  -1.88000;0.0564
;;;0.016;  -1.88000;0.0564
;;;0.0164;  -1.88000;0.0564
;;;0.0168;  -1.88000;0.0564
;;;0.0172;  -1.88000;0.0564
;;;0.0176;  -1.88000;0.0564
;;;0.018;  -1.88000;0.0564
;;;0.0184;  -1.88000;0.0564
;;;0.0188;  -1.88000;0.0564
;;;0.0192;  -1.88000;0.0564
;;;0.0196;  -1.88000;0.0564
;;;0.02;  -1.88000;0.0564
;;;0.0204;  -1.88000;0.0564
;;;0.0208;  -1.88000;0.0564
;;;0.0212;  -1.88000;0.0564
;;;0.0216;  -1.88000;0.0564
;;;0.022;  -1.88000;0.0564
;;;0.0224;  -1.88000;0.0564
;;;0.0228;  -1.88000;0.0564
;;;0.0232;  -1.88000;0.0564
;;;0.0236;  -1.88000;0.0564
;;;0.024;  -1.88000;0.0564
;;;0.0244;  -1.88000;0.0564
;;;0.0248;  -1.88000;0.0564
;;;0.0252;  -1.88000;0.0564
;;;0.0256;  -1.88000;0.0564
;;;0.026;  -1.88000;0.0564
;;;0.0264;  -1.88000;0.0564
;;;0.0268;  -1.88000;0.0564
;;;0.0272;  -1.88000;0.0564
;;;0.0276;  -1.88000;0.0564
;;;0.028;  -1.88000;0.0564
;;;0.0284;  -1.88000;0.0564
;;;0.0288;  -1.88000;0.0564
;;;0.0292;  -1.88000;0.0564
;;;0.0296;  -1.88000;0.0564
;;;0.03;  -1.88000;0.0564
;;;0.0304;  -1.88000;0.0564
;;;0.0308;  -1.88000;0.0564
;;;0.0312;  -1.88000;0.0564
;;;0.0316;  -1.88000;0.0564
;;;0.032;  -1.88000;0.0564
